accuracy_ml,precision_ml,recall_ml,f1_score_ml,accuracy_hybrid,precision_hybrid,recall_hybrid,f1_score_hybrid
0.7742962466487936,0.8290735741772443,0.6910666411336652,0.7538055823911851,0.7743919954040598,0.828999483382125,0.6914017617770969,0.7539742619227857
