accuracy,precision,recall,f1_score,roc_auc,pr_auc,tn,fp,fn,tp
0.9975182683027712,0.9969233513176082,0.9926741553079075,0.9947942157953281,0.9995525486047724,0.9991398404678091,71697,69,165,22358
